STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,DRUNK_DR
43,Puerto Rico,430035,1,1,0,0,0,1,1,113,PONCE (113),760,PONCE,15,15,4,April,2020,4,Wednesday,18,6:00pm-6:59pm,55,55,0,This section IS NOT on the NHS,2,U.S. Highway,US-14,,2,Urban,4,Minor Arterial,2,County Highway Agency,82,82,18.0477,18.0477,-66.55705556,-66.55705556,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430036,2,2,0,0,0,2,2,127,SAN JUAN (127),930,SAN JUAN,16,16,4,April,2020,5,Thursday,15,3:00pm-3:59pm,30,30,1,This section IS ON the NHS,4,County Road,CR-176,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,10,10,18.38365556,18.38365556,-66.05785278,-66.05785278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,4,Driveway Access,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430037,1,1,0,0,0,1,1,21,BAYAMÓN (21),140,"BAYAMON, BAYAMON",18,18,4,April,2020,7,Saturday,17,5:00pm-5:59pm,45,45,0,This section IS NOT on the NHS,4,County Road,CR-VALPARAISO ST,,2,Urban,5,Major Collector,2,County Highway Agency,0,None,18.38596389,18.38596389,-66.15969167,-66.15969167,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Outside Trafficway,1,Daylight,2,Rain,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430038,1,1,0,1,1,1,1,72,PUERTO RICO (72),590,LAS PIEDRAS,28,28,4,April,2020,3,Tuesday,23,11:00pm-11:59pm,7,7,0,This section IS NOT on the NHS,4,County Road,CR-31,,1,Rural,4,Minor Arterial,2,County Highway Agency,189,189,88.8888,88.8888,888.8888,888.8888,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430039,2,2,0,0,0,2,2,41,CIDRA (41),280,CIDRA,7,7,5,May,2020,5,Thursday,12,12:00pm-12:59pm,10,10,0,This section IS NOT on the NHS,2,U.S. Highway,US-782,,2,Urban,6,Minor Collector,2,County Highway Agency,59,59,18.20210833,18.20210833,-66.17285556,-66.17285556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430040,2,2,0,0,0,2,2,127,SAN JUAN (127),930,SAN JUAN,8,8,5,May,2020,6,Friday,13,1:00pm-1:59pm,37,37,1,This section IS ON the NHS,4,County Road,CR-199,,1,Rural,3,Principal Arterial - Other,2,County Highway Agency,130,130,18.35185,18.35185,-66.06341667,-66.06341667,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430041,2,2,0,0,0,2,2,69,HUMACAO (69),500,HUMACAO,10,10,5,May,2020,1,Sunday,20,8:00pm-8:59pm,40,40,0,This section IS NOT on the NHS,2,U.S. Highway,US-924,,2,Urban,6,Minor Collector,2,County Highway Agency,35,35,18.17648333,18.17648333,-65.81405278,-65.81405278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,8,Sideswipe - Opposite Direction,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430042,1,1,0,0,0,1,1,123,SALINAS (123),900,"SALINAS, SALINAS",15,15,5,May,2020,6,Friday,2,2:00am-2:59am,20,20,0,This section IS NOT on the NHS,4,County Road,CR-3,,1,Rural,4,Minor Arterial,2,County Highway Agency,1541,1541,17.96825833,17.96825833,-66.25250278,-66.25250278,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430043,1,1,0,1,1,1,1,17,BARCELONETA (17),120,BARCELONETA,16,16,5,May,2020,7,Saturday,5,5:00am-5:59am,30,30,1,This section IS ON the NHS,4,County Road,CR-2,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,561,561,18.43523056,18.43523056,-66.54608611,-66.54608611,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,On Shoulder,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430044,1,1,0,0,0,1,1,117,RINCÓN (117),800,RINCON,17,17,5,May,2020,1,Sunday,18,6:00pm-6:59pm,10,10,0,This section IS NOT on the NHS,4,County Road,CR-412,,2,Urban,5,Major Collector,2,County Highway Agency,22,22,18.33491667,18.33491667,-67.23343056,-67.23343056,0,No Special Jurisdiction,7,Other Non-Collision,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Outside Trafficway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430045,1,1,0,0,0,1,1,21,BAYAMÓN (21),140,"BAYAMON, BAYAMON",19,19,5,May,2020,3,Tuesday,23,11:00pm-11:59pm,23,23,0,This section IS NOT on the NHS,2,U.S. Highway,US-829,,2,Urban,4,Minor Arterial,2,County Highway Agency,6,6,18.34769722,18.34769722,-66.19805278,-66.19805278,0,No Special Jurisdiction,7,Other Non-Collision,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,5,Outside Trafficway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430046,1,1,0,0,0,1,1,137,TOA BAJA (137),980,TOA BAJA,22,22,5,May,2020,6,Friday,10,10:00am-10:59am,15,15,1,This section IS ON the NHS,2,U.S. Highway,US-2,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,186,186,18.40356667,18.40356667,-66.21741944,-66.21741944,0,No Special Jurisdiction,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430047,2,2,0,0,0,2,2,89,LUQUILLO (89),610,LUQUILLO,23,23,5,May,2020,7,Saturday,19,7:00pm-7:59pm,21,21,1,This section IS ON the NHS,1,Interstate,I-3,,2,Urban,1,Interstate,1,State Highway Agency,334,334,18.37951944,18.37951944,-65.74728889,-65.74728889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430048,2,2,0,0,0,2,2,29,CANÓVANAS (29),190,"CANOVANAS, CANOVANAS",26,26,5,May,2020,3,Tuesday,17,5:00pm-5:59pm,10,10,1,This section IS ON the NHS,4,County Road,CR-188,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,34,34,18.39737778,18.39737778,-65.88818611,-65.88818611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430049,1,1,0,1,1,1,1,127,SAN JUAN (127),930,SAN JUAN,29,29,5,May,2020,6,Friday,19,7:00pm-7:59pm,15,15,1,This section IS ON the NHS,3,State Highway,SR-27 BARBOSA AVE,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,0,None,18.41656667,18.41656667,-66.04324722,-66.04324722,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430050,2,1,1,1,1,1,1,27,CAMUY (27),180,CAMUY,29,29,5,May,2020,6,Friday,7,7:00am-7:59am,11,11,0,This section IS NOT on the NHS,4,County Road,CR-ESTANCIAS DE MEMBRILLO,,2,Urban,5,Major Collector,2,County Highway Agency,0,None,18.48378611,18.48378611,-66.87615833,-66.87615833,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430051,3,3,0,0,0,4,4,137,TOA BAJA (137),980,TOA BAJA,6,6,6,June,2020,7,Saturday,10,10:00am-10:59am,0,0,0,This section IS NOT on the NHS,4,County Road,CR-DR DIEGO ALVAREZ CHANCA AVE,,2,Urban,4,Minor Arterial,2,County Highway Agency,0,None,18.44408056,18.44408056,-66.18398056,-66.18398056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430052,1,1,0,1,1,1,1,127,SAN JUAN (127),930,SAN JUAN,13,13,6,June,2020,7,Saturday,5,5:00am-5:59am,20,20,0,This section IS NOT on the NHS,4,County Road,CR-THIMOTHEE ST,,2,Urban,5,Major Collector,2,County Highway Agency,0,None,18.40307778,18.40307778,-66.03352778,-66.03352778,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430053,1,1,0,1,1,1,1,145,VEGA BAJA (145),1020,VEGA BAJA,14,14,6,June,2020,1,Sunday,20,8:00pm-8:59pm,20,20,0,This section IS NOT on the NHS,2,U.S. Highway,US-646,,2,Urban,6,Minor Collector,2,County Highway Agency,71,71,18.39153889,18.39153889,-66.39141389,-66.39141389,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430054,2,2,0,0,0,2,2,21,BAYAMÓN (21),140,"BAYAMON, BAYAMON",15,15,6,June,2020,2,Monday,14,2:00pm-2:59pm,30,30,1,This section IS ON the NHS,4,County Road,CR-6,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,7,7,18.40304167,18.40304167,-66.14510556,-66.14510556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
43,Puerto Rico,430055,1,1,0,1,1,1,1,21,BAYAMÓN (21),140,"BAYAMON, BAYAMON",25,25,6,June,2020,5,Thursday,20,8:00pm-8:59pm,30,30,0,This section IS NOT on the NHS,4,County Road,CR-862,,2,Urban,5,Major Collector,2,County Highway Agency,21,21,18.38951944,18.38951944,-66.19526944,-66.19526944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430056,2,2,0,0,0,3,3,47,COROZAL (47),320,"COROZAL, COROZAL",10,10,7,July,2020,6,Friday,21,9:00pm-9:59pm,0,0,0,This section IS NOT on the NHS,2,U.S. Highway,US-159,,2,Urban,4,Minor Arterial,2,County Highway Agency,144,144,18.34503611,18.34503611,-66.31650833,-66.31650833,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430057,1,1,0,0,0,1,1,135,TOA ALTA (135),970,TOA ALTA,2,2,1,January,2020,5,Thursday,1,1:00am-1:59am,45,45,0,This section IS NOT on the NHS,2,U.S. Highway,US-159,,2,Urban,4,Minor Arterial,2,County Highway Agency,199,199,18.34551667,18.34551667,-66.28066667,-66.28066667,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,2,Dark - Not Lighted,2,Rain,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
43,Puerto Rico,430058,2,2,0,0,0,2,2,127,SAN JUAN (127),930,SAN JUAN,3,3,1,January,2020,6,Friday,10,10:00am-10:59am,15,15,1,This section IS ON the NHS,4,County Road,CR-17,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,None,18.40781667,18.40781667,-66.06118333,-66.06118333,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,2,Rain,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430059,1,1,0,1,1,1,1,25,CAGUAS (25),170,CAGUAS,12,12,1,January,2020,1,Sunday,2,2:00am-2:59am,10,10,1,This section IS ON the NHS,1,Interstate,I-52,,2,Urban,1,Interstate,1,State Highway Agency,244,244,18.19016111,18.19016111,-66.05421667,-66.05421667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430060,1,1,0,1,1,1,1,71,ISABELA (71),510,ISABELA,13,13,1,January,2020,2,Monday,6,6:00am-6:59am,0,0,1,This section IS ON the NHS,1,Interstate,I-2,,2,Urban,1,Interstate,1,State Highway Agency,1129,1129,18.46806944,18.46806944,-67.03241667,-67.03241667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,2,Rain,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430061,1,1,0,1,1,1,1,25,CAGUAS (25),170,CAGUAS,17,17,1,January,2020,6,Friday,19,7:00pm-7:59pm,5,5,0,This section IS NOT on the NHS,4,County Road,CR-JOSE GAUTIER BENITEZ AVE,,2,Urban,5,Major Collector,2,County Highway Agency,361,361,18.21065833,18.21065833,-66.04661944,-66.04661944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430062,2,2,0,0,0,3,3,15,ARROYO (15),100,ARROYO,17,17,1,January,2020,6,Friday,23,11:00pm-11:59pm,35,35,1,This section IS ON the NHS,4,County Road,CR-3,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,1306,1306,17.97504444,17.97504444,-66.06005556,-66.06005556,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),2,1
43,Puerto Rico,430063,2,2,0,0,0,3,3,145,VEGA BAJA (145),1020,VEGA BAJA,18,18,1,January,2020,7,Saturday,0,0:00am-0:59am,40,40,0,This section IS NOT on the NHS,2,U.S. Highway,US-688,,2,Urban,4,Minor Arterial,2,County Highway Agency,44,44,18.46075278,18.46075278,-66.34929722,-66.34929722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430064,2,2,0,0,0,4,4,33,CATAÑO (33),220,"CATANO, CATANO",18,18,1,January,2020,7,Saturday,2,2:00am-2:59am,30,30,1,This section IS ON the NHS,4,County Road,CR-5,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,0,None,18.44376111,18.44376111,-66.11475278,-66.11475278,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),3,0
43,Puerto Rico,430065,1,1,0,0,0,1,1,21,BAYAMÓN (21),140,"BAYAMON, BAYAMON",26,26,1,January,2020,1,Sunday,5,5:00am-5:59am,0,0,0,This section IS NOT on the NHS,4,County Road,CR-MIRAFLORES AVE,,2,Urban,5,Major Collector,2,County Highway Agency,0,None,18.37194444,18.37194444,-66.19793056,-66.19793056,0,No Special Jurisdiction,39,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Off Roadway-Location Unknown,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430066,1,1,0,1,1,1,1,25,CAGUAS (25),170,CAGUAS,1,1,2,February,2020,7,Saturday,18,6:00pm-6:59pm,30,30,0,This section IS NOT on the NHS,4,County Road,CR-ROBLE ST,,2,Urban,5,Major Collector,2,County Highway Agency,0,None,18.22066944,18.22066944,-66.04501944,-66.04501944,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,2,On Shoulder,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430067,2,2,0,0,0,3,3,7,AGUAS BUENAS (7),40,AGUAS BUENAS,3,3,2,February,2020,2,Monday,20,8:00pm-8:59pm,8,8,0,This section IS NOT on the NHS,2,U.S. Highway,US-156,,2,Urban,4,Minor Arterial,2,County Highway Agency,489,489,18.24400833,18.24400833,-66.12519167,-66.12519167,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430068,1,1,0,0,0,1,1,33,CATAÑO (33),220,"CATANO, CATANO",12,12,2,February,2020,4,Wednesday,10,10:00am-10:59am,45,45,0,This section IS NOT on the NHS,6,Local Street - Municipality,MILAGROSA ST,,2,Urban,6,Minor Collector,2,County Highway Agency,0,None,18.43617778,18.43617778,-66.15045556,-66.15045556,0,No Special Jurisdiction,43,Other Fixed Object,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,6,Off Roadway-Location Unknown,1,Daylight,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430069,1,1,0,1,1,1,1,119,RÍO GRANDE (119),820,RIO GRANDE,13,13,2,February,2020,5,Thursday,0,0:00am-0:59am,47,47,1,This section IS ON the NHS,4,County Road,CR-3,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,243,243,18.37596389,18.37596389,-65.82748056,-65.82748056,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
43,Puerto Rico,430070,2,2,0,0,0,2,2,25,CAGUAS (25),170,CAGUAS,23,23,2,February,2020,1,Sunday,1,1:00am-1:59am,30,30,1,This section IS ON the NHS,4,County Road,CR-30,,2,Urban,3,Principal Arterial - Other,2,County Highway Agency,11,11,18.25477778,18.25477778,-66.02808889,-66.02808889,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,99,Unknown,98,Unknown if Notified,99,Unknown EMS Scene Arrival Hour,98,Unknown if Arrived,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
